hgnc_symbol	chromosome_name
DNAH10	12
DNAH11	7
DNAH12	3
DNAH14	1
DNAH17	17
DNAH2	17
DNAH3	16
DNAH5	5
DNAH6	2
DNAH7	2
DNAH8	6
DNAJA1	9
DNAJA2	16
DNAJA3	16
DNAJA4	15
DNAJB1	19
DNAJB11	3
DNAJB12	10
DNAJB13	11
DNAJB14	4
DNAJB2	2
DNAJB4	1
DNAJB5	9
DNAJB6	7
DNAJB7	22
DNAJB9	7
DNAJC1	10
DNAJC10	2
DNAJC11	1
DNAJC12	10
DNAJC13	3
DNAJC14	12
DNAJC15	13
DNAJC16	1
DNAJC17	15
DNAJC18	5
DNAJC19	3
DNAJC2	7
DNAJC21	5
DNAJC22	12
DNAJC24	11
DNAJC25	9
DNAJC25-GNG10	9
DNAJC27	2
DNAJC28	21
DNAJC3	13
DNAJC30	7
DNAJC4	11
DNAJC5	20
DNAJC5B	8
DNAJC5G	2
DNAJC6	1
DNAJC7	17
DNAJC8	1
DNAJC9	10
DNAL1	14
DNAL4	22
DNALI1	1
DNASE1	16
DNASE1L1	X
DNASE1L2	16
DNASE1L3	3
DNASE2	19
DND1	5
DNER	2
DNHD1	11
DNLZ	9
DNM1	9
DNM1L	12
DNM1P46	15
DNM2	19
DNM3	1
DNMBP	10
DNMT1	19
DNMT3A	2
DNMT3B	20
DNPEP	2
DNPH1	6
DNTTIP1	20
DNTTIP2	1
DOC2A	16
DOC2B	17
DOCK1	10
DOCK10	2
DOCK11	X
DOCK2	5
DOCK3	3
DOCK4	7
DOCK5	8
DOCK6	19
DOCK7	1
DOCK8	9
DOCK9	13
DOHH	19
DOK1	2
DOK2	8
DOK3	5
DOK4	16
DOK6	18
DOLK	9
DOLPP1	9
DONSON	21
DOPEY1	6
DOPEY2	21
DOT1L	19
DPAGT1	11
DPCD	10
DPEP2	16
DPF1	19
DPF2	11
DPH1	17
DPH2	1
DPH3	3
DPH5	1
DPH6	15
DPH7	9
DPM1	20
DPM2	9
DPM3	1
DPP3	11
DPP4	2
DPP6	7
DPP7	9
DPP8	15
DPP9	19
DPPA4	3
DPY19L1	7
DPY19L2	12
DPY19L2P4	7
DPY19L3	19
DPY19L4	8
DPY30	2
DPYD	1
DPYS	8
DPYSL2	8
DPYSL3	5
DPYSL4	10
DPYSL5	2
DR1	1
DRAM1	12
DRAM2	1
DRAP1	11
DRAXIN	1
DRC1	2
DRD1	5
DRD2	11
DRD4	11
DRG1	22
DRG2	17
DRICH1	22
DROSHA	5
DRP2	X
DSC1	18
DSC2	18
DSC3	18
DSCAML1	11
DSCC1	8
DSCR3	21
DSCR9	21
DSE	6
DSEL	18
DSG2	18
DSG3	18
DSN1	20
DSP	6
DST	6
DSTN	20
DSTYK	1
DTD1	20
DTD2	14
DTL	1
DTNB	2
DTNBP1	6
DTWD1	15
DTWD2	5
DTX1	12
DTX2	7
DTX2P1-UPK3BP1-PMS2P11	7
DTX3	12
DTX3L	3
DTX4	11
DTYMK	2
DUOX1	15
DUOX2	15
DUOXA1	15
DUOXA2	15
DUS1L	17
DUS2	16
DUS3L	19
DUS4L	7
DUSP1	5
DUSP10	1
DUSP11	2
DUSP12	1
DUSP14	17
DUSP15	20
DUSP16	12
DUSP18	22
DUSP19	2
DUSP2	2
DUSP22	6
DUSP23	1
DUSP28	2
DUSP3	17
DUSP4	8
DUSP5	10
DUSP6	12
DUSP7	3
DUSP8	11
DUT	15
DUXA	19
DVL1	1
DVL2	17
DVL3	3
DXO	6
DYDC1	10
DYDC2	10
DYM	18
DYNAP	18
DYNC1H1	14
DYNC1I1	7
DYNC1I2	2
DYNC1LI1	3
DYNC1LI2	16
DYNC2H1	11
DYNC2LI1	2
DYNLL1	12
DYNLL2	17
DYNLRB1	20
DYNLRB2	16
DYNLT1	6
DYNLT3	X
DYRK1A	21
DYRK1B	19
DYRK2	12
DYRK3	1
DYRK4	12
DYSF	2
DYX1C1	15
DZANK1	20
DZIP1	13
DZIP1L	3
DZIP3	3
E2F1	20
E2F2	1
E2F3	6
E2F4	16
E2F5	8
E2F6	2
E4F1	16
EAF1	3
EAF2	3
EAPP	14
EARS2	16
EBAG9	8
EBF1	5
EBF2	8
EBF3	10
EBF4	20
EBI3	19
EBLN2	3
EBNA1BP2	1
EBP	X
EBPL	13
ECD	10
ECE1	1
ECE2	3
ECH1	19
ECHDC1	6
ECHDC2	1
ECHDC3	10
ECHS1	10
ECI1	16
ECI2	6
ECM1	1
ECSCR	5
ECSIT	19
ECT2	3
ECT2L	6
EDA	X
EDA2R	X
EDAR	2
EDARADD	1
EDC3	15
EDC4	16
EDEM1	3
EDEM2	20
EDEM3	1
EDF1	9
EDIL3	5
EDN1	6
EDN2	1
EDN3	20
EDNRA	4
EDNRB	13
EDRF1	10
EEA1	12
EED	11
EEF1A1	6
EEF1B2	2
EEF1D	8
EEF1E1	6
EEF1G	11
EEF2	19
EEF2K	16
EEF2KMT	16
EEFSEC	3
EEPD1	7
EFCAB1	8
EFCAB11	14
EFCAB12	3
EFCAB13	17
EFCAB14	1
EFCAB2	1
EFCAB3	17
EFCAB5	17
EFCAB6	22
EFCAB7	1
EFCC1	3
EFEMP1	2
EFEMP2	11
EFHB	3
EFHC1	6
EFHC2	X
EFHD1	2
EFHD2	1
EFNA1	1
EFNA3	1
EFNA4	1
EFNA5	5
EFNB1	X
EFNB2	13
EFNB3	17
EFR3A	8
EFR3B	2
EFS	14
EFTUD1	15
EFTUD2	17
EGFL7	9
EGFL8	6
EGFLAM	5
EGFR	7
EGLN1	1
EGLN2	19
EGLN3	14
EGOT	3
EGR1	5
EGR2	10
EGR3	8
EHBP1	2
EHBP1L1	11
EHD1	11
EHD2	19
EHD3	2
EHD4	15
EHF	11
EHHADH	3
EHMT1	9
EHMT2	6
EI24	11
EID1	15
EID2	19
EID2B	19
EID3	12
EIF1	17
EIF1AD	11
EIF1AX	X
EIF1B	3
EIF2A	3
EIF2AK1	7
EIF2AK2	2
EIF2AK3	2
EIF2AK4	15
EIF2B1	12
EIF2B2	14
EIF2B3	1
EIF2B4	2
EIF2B5	3
EIF2D	1
EIF2S1	14
EIF2S2	20
EIF2S3	X
EIF3A	10
EIF3B	7
EIF3C	16
EIF3CL	16
EIF3D	22
EIF3E	8
EIF3F	11
EIF3G	19
EIF3H	8
EIF3I	1
EIF3J	15
EIF3K	19
EIF3L	22
EIF3M	11
EIF4A1	17
EIF4A2	3
EIF4A3	17
EIF4B	12
EIF4E	4
EIF4E2	2
EIF4E3	3
EIF4EBP1	8
EIF4EBP2	10
EIF4EBP3	5
EIF4ENIF1	22
EIF4G1	3
EIF4G2	11
EIF4G3	1
EIF4H	7
EIF5	14
EIF5A	17
EIF5A2	3
EIF5AL1	10
EIF5B	2
EIF6	20
ELAC1	18
ELAC2	17
ELAVL1	19
ELF1	13
ELF2	4
ELF3	1
ELF4	X
ELF5	11
ELFN1	7
ELFN2	22
ELK1	X
ELK3	12
ELK4	1
ELL	19
ELL2	5
ELL3	15
ELMO1	7
ELMO2	20
ELMO3	16
ELMOD1	11
ELMOD2	4
ELMOD3	2
ELMSAN1	14
ELN	7
ELOF1	19
ELOVL1	1
ELOVL3	10
ELOVL4	6
ELOVL5	6
ELP2	18
ELP3	8
ELP4	11
ELP5	17
ELP6	3
EMB	5
EMBP1	1
EMC1	1
EMC10	19
EMC2	8
EMC3	3
EMC4	15
EMC6	17
EMC7	15
EMC8	16
EMC9	14
EMCN	4
EMD	X
EME1	17
EME2	16
EMG1	12
EMID1	22
EMILIN1	2
EMILIN2	18
EMILIN3	20
EML1	14
EML2	19
EML3	11
EML4	2
EML5	14
EML6	2
EMP1	12
EMP2	16
EMP3	19
EMX2	10
EMX2OS	10
EN1	2
EN2	7
ENAH	1
ENC1	5
ENDOD1	11
ENDOG	9
ENDOU	12
ENDOV	17
ENG	9
ENGASE	17
ENHO	9
ENKD1	16
ENO1	1
ENO2	12
ENO3	17
ENOPH1	4
ENOSF1	18
ENOX1	13
ENOX2	X
ENPEP	4
ENPP1	6
ENPP2	8
ENPP4	6
ENPP5	6
ENPP6	4
ENSA	1
ENTHD2	17
ENTPD1	10
ENTPD2	9
ENTPD3	3
ENTPD4	8
ENTPD5	14
ENTPD6	20
ENTPD7	10
ENTPD8	9
ENY2	8
EOGT	3
EOMES	3
EP300	22
EP400	12
EPAS1	2
EPB41	1
EPB41L1	20
EPB41L2	6
EPB41L3	18
EPB41L4A	5
EPB41L4A-AS2	5
EPB41L4B	9
EPB41L5	2
EPC1	10
EPC2	2
EPCAM	2
EPDR1	7
EPG5	18
EPHA1	7
EPHA10	1
EPHA2	1
EPHA3	3
EPHA4	2
EPHA6	3
EPHA7	6
EPHB1	3
EPHB2	1
EPHB4	7
EPHB6	7
EPHX1	1
EPHX2	8
EPHX3	19
EPHX4	1
EPM2A	6
EPM2AIP1	3
EPN1	19
EPN2	17
EPN3	17
EPO	7
EPOR	19
EPPIN	20
EPPK1	8
EPRS	1
EPS15	1
EPS15L1	19
EPS8	12
EPS8L1	19
EPS8L2	11
EPSTI1	13
EPT1	2
EPX	17
ERAL1	17
ERAP1	5
ERAP2	5
ERBB2	17
ERBB2IP	5
ERBB3	12
ERBB4	2
ERC1	12
ERC2	3
ERCC1	19
ERCC2	19
ERCC3	2
ERCC4	16
ERCC5	13
ERCC6	10
ERCC6L	X
ERCC6L2	9
ERCC8	5
ERF	19
ERG	21
ERGIC1	5
ERGIC2	12
ERGIC3	20
ERH	14
ERI1	8
ERI2	16
ERI3	1
ERICH1	8
ERICH5	8
ERLEC1	2
ERLIN1	10
ERLIN2	8
ERMAP	1
ERMARD	6
ERMN	2
ERMP1	9
ERN1	17
ERN2	16
ERP27	12
ERP29	12
ERP44	9
ERRFI1	1
ERVFRD-1	6
ESAM	11
ESCO1	18
ESCO2	8
ESD	13
ESF1	20
ESM1	5
ESPL1	12
ESPN	1
ESPNL	2
ESPNP	1
ESR2	14
ESRG	3
ESRP1	8
ESRP2	16
ESRRA	11
ESRRG	1
ESX1	X
ESYT1	12
ESYT2	7
ESYT3	3
ETAA1	2
ETF1	5
ETFA	15
ETFB	19
ETFDH	4
ETHE1	19
ETNK1	12
ETNK2	1
ETS1	11
ETS2	21
ETV1	7
ETV2	19
ETV3	1
ETV4	17
ETV5	3
ETV6	12
ETV7	6
EVA1A	2
EVA1B	1
EVA1C	21
EVC	4
EVC2	4
EVI2A	17
EVI2B	17
EVI5	1
EVI5L	19
EVL	14
EVPL	17
EVPLL	17
EWSAT1	15
EWSR1	22
EXD1	15
EXD2	14
EXD3	9
EXO5	1
EXOC1	4
EXOC2	6
EXOC3	5
EXOC3L1	16
EXOC3L2	19
EXOC3L4	14
EXOC4	7
EXOC5	14
EXOC6	10
EXOC6B	2
EXOC7	17
EXOC8	1
EXOG	3
EXOSC1	10
EXOSC10	1
EXOSC2	9
EXOSC3	9
EXOSC4	8
EXOSC5	19
EXOSC6	16
EXOSC7	3
EXOSC8	13
EXOSC9	4
EXPH5	11
EXT1	8
EXT2	11
EXTL2	1
EXTL3	8
EYA2	20
EYA3	1
EYS	6
EZH1	17
EZH2	7
EZR	6
F10	13
F11R	1
F12	5
F2R	5
F2RL1	5
F2RL2	5
F2RL3	19
F3	1
F5	1
F8	X
F8A1	X
FA2H	16
FAAH	1
FAAH2	X
FABP5	8
FADD	11
FADS3	11
FADS6	17
FAF1	1
FAF2	5
FAH	15
FAHD1	16
FAHD2A	2
FAHD2B	2
FAIM	3
FAIM2	12
FAM101A	12
FAM101B	17
FAM102A	9
FAM102B	1
FAM103A1	15
FAM104A	17
FAM104B	X
FAM105A	5
FAM107A	3
FAM107B	10
FAM109A	12
FAM109B	22
FAM110A	20
FAM110B	8
FAM110C	2
FAM110D	1
FAM111A	11
FAM114A1	4
FAM114A2	5
FAM117A	17
FAM117B	2
FAM118A	22
FAM118B	11
FAM120A	9
FAM120AOS	9
FAM120B	6
FAM120C	X
FAM122A	9
FAM122B	X
FAM122C	X
FAM124A	13
FAM124B	2
FAM126A	7
FAM126B	2
FAM127A	X
FAM127B	X
FAM127C	X
FAM129A	1
FAM129B	9
FAM129C	19
FAM131A	3
FAM131B	7
FAM131C	1
FAM132A	1
FAM133A	X
FAM133B	7
FAM134A	2
FAM134C	17
FAM135A	6
FAM136A	2
FAM138A	1
FAM138E	15
FAM13A	4
FAM13A-AS1	4
FAM13B	5
FAM13C	10
FAM149A	4
FAM149B1	10
FAM150B	2
FAM151A	1
FAM151B	5
FAM153A	5
FAM153B	5
FAM155A	13
FAM155B	X
FAM156A	X
FAM159A	1
FAM160A1	4
FAM160A2	11
FAM160B1	10
FAM160B2	8
FAM161A	2
FAM161B	14
FAM162A	3
FAM162B	6
FAM166A	9
FAM167A	8
FAM167A-AS1	8
FAM167B	1
FAM168A	11
FAM168B	2
FAM169A	5
FAM169B	15
FAM171A1	10
FAM171A2	17
FAM171B	2
FAM172A	5
FAM173A	16
FAM173B	5
FAM174A	5
FAM174B	15
FAM175A	4
FAM175B	10
FAM177A1	14
FAM178B	2
FAM179B	14
FAM180A	7
FAM180B	11
FAM181B	11
FAM182A	20
FAM182B	20
FAM183A	1
FAM184A	6
FAM184B	4
FAM185A	7
FAM186A	12
FAM186B	12
FAM188A	10
FAM188B	7
FAM189A1	15
FAM189A2	9
FAM189B	1
FAM192A	16
FAM193A	4
FAM193B	5
FAM195A	16
FAM195B	17
FAM198A	3
FAM198B	4
FAM199X	X
FAM19A2	12
FAM19A3	1
FAM19A5	22
FAM200A	7
FAM200B	4
FAM204A	10
FAM206A	9
FAM207A	21
FAM208A	3
FAM208B	10
FAM209B	20
FAM20A	17
FAM20B	1
FAM20C	7
FAM210A	18
FAM210B	20
FAM212A	3
FAM212B	1
FAM213A	10
FAM213B	1
FAM214A	15
FAM214B	9
FAM216A	12
FAM217B	20
FAM218A	4
FAM219A	9
FAM219B	15
FAM21A	10
FAM21C	10
FAM220A	7
FAM221A	7
FAM221B	9
FAM222A	12
FAM222A-AS1	12
FAM222B	17
FAM223A	X
FAM225A	9
FAM225B	9
FAM227A	22
FAM227B	15
FAM228B	2
FAM229B	6
FAM24B	10
FAM26E	6
FAM26F	6
FAM32A	19
FAM35A	10
FAM35BP	10
FAM3A	X
FAM3C	7
FAM41C	1
FAM43A	3
FAM43B	1
FAM45A	10
FAM46A	6
FAM46B	1
FAM46C	1
FAM47E	4
FAM47E-STBD1	4
FAM49A	2
FAM49B	8
FAM50A	X
FAM50B	6
FAM53A	4
FAM53B	10
FAM53C	5
FAM57A	17
FAM58A	X
FAM60A	12
FAM63A	1
FAM63B	15
FAM64A	17
FAM65A	16
FAM65C	20
FAM66E	8
FAM69A	1
FAM69B	9
FAM69C	18
FAM71D	14
FAM71E1	19
FAM71F2	7
FAM72A	1
FAM72B	1
FAM72D	1
FAM73A	1
FAM73B	9
FAM74A1	9
FAM74A4	9
FAM76A	1
FAM76B	11
FAM78A	9
FAM78B	1
FAM81A	15
FAM83B	6
FAM83D	20
FAM83E	19
FAM83F	22
FAM83G	17
FAM83H	8
FAM84A	2
FAM84B	8
FAM86B1	8
FAM86B2	8
FAM86B3P	8
FAM86C1	11
FAM86C2P	11
FAM86DP	3
FAM86EP	4
FAM86JP	3
FAM89B	11
FAM8A1	6
FAM90A1	12
FAM90A17P	8
FAM91A1	8
FAM92A1	8
FAM92A1P2	4
FAM92B	16
FAM95B1	9
FAM96A	15
FAM96B	16
FAM98A	2
FAM98B	15
FAM98C	19
FAN1	15
FANCA	16
FANCB	X
FANCC	9
FANCD2	3
FANCD2OS	3
FANCE	6
FANCF	11
FANCG	9
FANCI	15
FANCL	2
FANCM	14
FANK1	10
FAP	2
FAR1	11
FAR2	12
FARP1	13
FARP2	2
FARS2	6
FARSA	19
FARSB	2
FAS	10
FASLG	1
FASN	17
FASTK	7
FASTKD1	2
FASTKD2	2
FASTKD3	5
FASTKD5	20
FAT1	4
FAT2	5
FAT3	11
FAT4	4
FAU	11
FAXC	6
FAXDC2	5
FBF1	17
FBL	19
FBLIM1	1
FBLN1	22
FBLN2	3
FBLN5	14
FBLN7	2
FBN2	5
FBN3	19
FBP1	9
FBRS	16
FBRSL1	12
FBXL12	19
FBXL13	7
FBXL14	12
FBXL15	10
FBXL16	16
FBXL17	5
FBXL18	7
FBXL19	16
FBXL19-AS1	16
FBXL2	3
FBXL20	17
FBXL22	15
FBXL3	13
FBXL4	6
FBXL5	4
FBXL6	8
FBXL7	5
FBXL8	16
FBXO10	9
FBXO11	2
FBXO15	18
FBXO16	8
FBXO17	19
FBXO18	10
FBXO2	1
FBXO21	12
FBXO22	15
FBXO24	7
FBXO25	8
FBXO27	19
FBXO28	1
FBXO3	11
FBXO30	6
FBXO31	16
FBXO32	8
FBXO33	14
FBXO34	14
FBXO36	2
FBXO38	5
FBXO39	17
FBXO4	5
FBXO41	2
FBXO42	1
FBXO43	8
FBXO44	1
FBXO45	3
FBXO46	19
FBXO48	2
FBXO5	6
FBXO6	1
FBXO7	22
FBXO8	4
FBXO9	6
FBXW11	5
FBXW2	9
FBXW4	10
FBXW5	9
FBXW7	4
FBXW8	12
FBXW9	19
FCAR	19
FCER1A	1
FCER1G	1
FCF1	14
FCGBP	19
FCGR1A	1
FCGR1B	1
FCGR2A	1
FCGR2B	1
FCGR3A	1
FCGRT	19
FCHO1	19
FCHO2	5
FCHSD1	5
FCHSD2	11
FCN1	9
FCN3	1
FCRL6	1
FDFT1	8
FDPS	1
FDX1	11
FDX1L	19
FDXACB1	11
FDXR	17
FECH	18
FEM1A	19
FEM1B	15
FEM1C	5
FEN1	11
FER	5
FER1L5	2
FERMT1	20
FERMT2	14
FERMT3	11
FES	15
FEZ1	11
FEZ2	2
FFAR2	19
FFAR3	19
FFAR4	10
FGD1	X
FGD2	6
FGD3	9
FGD4	12
FGD5	3
FGD6	12
FGF1	5
FGF10	5
FGF11	17
FGF12	3
FGF13	X
FGF14	13
FGF19	11
FGF2	4
FGF5	4
FGF7	15
FGF9	13
FGFBP1	4
FGFBP3	10
FGFR1	8
FGFR1OP	6
FGFR1OP2	12
FGFR2	10
FGFR3	4
FGFR4	5
FGFRL1	4
FGGY	1
FGL2	7
FGR	1
FH	1
FHAD1	1
FHDC1	4
FHIT	3
FHL2	2
FHL3	1
FHOD1	16
FHOD3	18
FIBIN	11
FIBP	11
FICD	12
FIG4	6
FIGF	X
FIGN	2
FIGNL1	7
FILIP1L	3
FIP1L1	4
FIRRE	X
FIS1	7
FITM1	14
FITM2	20
FIZ1	19
FJX1	11
FKBP10	17
FKBP11	12
FKBP14	7
FKBP15	9
FKBP1A	20
FKBP1B	2
FKBP2	11
FKBP3	14
FKBP4	12
FKBP7	2
FKBP8	19
FKBP9	7
FKBP9P1	7
FKBPL	6
FKRP	19
FKTN	9
FLAD1	1
FLCN	17
FLG	1
FLG2	1
FLI1	11
FLII	17
FLNA	X
FLNB	3
FLOT1	6
FLOT2	17
FLRT1	11
FLRT2	14
FLRT3	20
FLT1	13
FLT3LG	19
FLT4	5
FLVCR1	1
FLVCR1-AS1	1
FLVCR2	14
FLYWCH1	16
FLYWCH2	16
FMN1	15
FMN2	1
FMNL1	17
FMNL2	2
FMNL3	12
FMO1	1
FMO2	1
FMO3	1
FMO4	1
FMOD	1
FMR1	X
FN1	2
FN3K	17
FN3KRP	17
FNBP1	9
FNBP1L	1
FNBP4	11
FNDC3A	13
FNDC3B	3
FNDC4	2
FNDC5	1
FNDC8	17
FNIP1	5
FNIP2	4
FNTA	8
FNTB	14
FOCAD	9
FOLH1	11
FOLR1	11
FOLR2	11
FOPNL	16
FOSB	19
FOSL1	11
FOSL2	2
FOXA1	14
FOXC1	6
FOXC2	16
FOXD1	5
FOXD2	1
FOXD2-AS1	1
FOXD4	9
FOXD4L1	2
FOXD4L5	9
FOXD4L6	9
FOXF1	16
FOXF2	6
FOXH1	8
FOXI1	5
FOXI2	10
FOXI3	2
FOXJ2	12
FOXJ3	1
FOXK1	7
FOXK2	17
FOXL1	16
FOXL2NB	3
FOXM1	12
FOXN1	17
FOXN2	2
FOXN3	14
FOXO1	13
FOXO4	X
FOXP1	3
FOXP2	7
FOXP3	X
FOXP4	6
FOXQ1	6
FOXRED1	11
FOXRED2	22
FOXS1	20
FPGS	9
FPGT	1
FPR3	19
FRA10AC1	10
FRAS1	4
FRAT1	10
FRAT2	10
FREM1	9
FRG1	4
FRG2	4
FRG2C	3
FRK	6
FRMD3	9
FRMD4A	10
FRMD4B	3
FRMD5	15
FRMD6	14
FRMD8	11
FRMPD1	9
FRMPD4	X
FRRS1	1
FRS2	12
FRS3	6
FRY	13
FRYL	4
FRZB	2
FSCN1	7
FSCN2	17
FSCN3	7
FSD1	19
FSD1L	9
FST	5
FSTL1	3
FSTL3	19
FSTL4	5
FTCD	21
FTH1	11
FTL	19
FTLP10	4
FTO	16
FTSJ1	X
FTSJ2	7
FTSJ3	17
FTX	X
FUBP1	1
FUBP3	9
FUCA1	1
FUCA2	6
FUK	16
FUNDC1	X
FUNDC2	X
FUOM	10
FURIN	15
FUS	16
FUT1	19
FUT10	8
FUT11	10
FUT2	19
FUT4	11
FUT5	19
FUT6	19
FUT7	9
FUT8	14
FUT9	6
FUZ	19
FXN	9
FXR1	3
FXR2	17
FXYD1	19
FXYD2	11
FXYD3	19
FXYD5	19
FXYD6	11
FXYD7	19
FYB	5
FYCO1	3
FYN	6
FYTTD1	3
FZD1	7
FZD10	12
FZD2	17
FZD3	8
FZD4	11
FZD5	2
FZD6	8
FZD7	2
FZD8	10
FZD9	7
FZR1	19
G0S2	1
G2E3	14
G3BP1	5
G3BP2	4
G6PC	17
G6PC3	17
G6PD	X
GAA	17
GAB1	4
GAB2	11
GAB3	X
GABARAP	17
GABARAPL1	12
GABARAPL2	16
GABBR1	6
GABPA	21
GABPB1	15
GABPB2	1
GABRA2	4
GABRA5	15
GABRB3	15
GABRD	1
GABRP	5
GABRR2	6
GADD45A	1
GADD45B	19
GADD45G	9
GADD45GIP1	19
GAK	4
GAL	11
GAL3ST1	22
GAL3ST4	7
GALC	14
GALE	1
GALK1	17
GALK2	15
GALM	2
GALNS	16
GALNT1	18
GALNT10	5
GALNT11	7
GALNT12	9
GALNT14	2
GALNT16	14
GALNT18	11
GALNT2	1
GALNT3	2
GALNT4	12
GALNT5	2
GALNT6	12
GALNT7	4
GALNT8	12
GALT	9
GAMT	19
GAN	16
GANAB	11
GANC	15
GAPDH	12
GAPDHS	19
GAPT	5
GAPVD1	9
GAR1	4
GARNL3	9
GARS	7
GART	21
GAS1	9
GAS2	11
GAS2L1	22
GAS2L2	17
GAS2L3	12
GAS5	1
GAS6	13
GAS7	17
GAS8	16
GATA2	3
GATA3	10
GATA3-AS1	10
GATA6	18
GATAD1	7
GATAD2A	19
GATAD2B	1
GATB	4
GATC	12
GATM	15
GATS	7
GATSL2	7
GATSL3	22
GBA	1
GBA2	9
GBAP1	1
GBE1	3
GBF1	10
GBGT1	9
GBP1	1
GBP1P1	1
GBP2	1
GBP3	1
GBP4	1
GBP6	1
GBP7	1
GCA	2
GCAT	22
GCC1	7
GCC2	2
GCDH	19
GCFC2	2
GCH1	14
GCHFR	15
GCKR	2
GCLC	6
GCLM	1
GCM1	6
GCNT1	9
GCNT2	6
GCNT4	5
GCNT7	20
GCOM1	15
GCSAM	3
GCSAML	1
GCSH	16
GDA	9
GDAP1	8
GDAP2	1
GDE1	16
GDF10	10
GDF11	12
GDF15	19
GDF3	12
GDF5	20
GDF6	8
GDF9	5
GDI1	X
GDI2	10
GDPD1	17
GDPD2	X
GDPD3	16
GDPD5	11
GDPGP1	15
GEM	8
GEMIN2	14
GEMIN4	17
GEMIN5	5
GEMIN6	2
GEMIN7	19
GEMIN8	X
GEN1	2
GET4	7
GFAP	17
GFER	16
GFI1	1
GFM1	3
GFM2	5
GFOD1	6
GFOD2	16
GFPT1	2
GFPT2	5
GFRAL	6
GGA1	22
GGA2	16
GGA3	17
GGACT	13
GGCT	7
GGCX	2
GGH	8
GGN	19
GGNBP2	17
GGPS1	1
GGT5	22
GGT6	17
GGT7	20
GGTA1P	9
GGTLC2	22
GHDC	17
GHITM	10
GHRL	3
GHRLOS	3
GID4	17
GID8	20
GIGYF1	7
GIGYF2	2
GIMAP1	7
GIMAP2	7
GIMAP4	7
GIMAP5	7
GIMAP6	7
GIMAP7	7
GIMAP8	7
GIN1	5
GINM1	6
GINS1	20
GINS2	16
GINS3	16
GINS4	8
GIPC1	19
GIPC2	1
GIPC3	19
GIPR	19
GIT1	17
GIT2	12
GJA1	6
GJA4	1
GJA5	1
GJA9	1
GJB2	13
GJB3	1
GJB4	1
GJB5	1
GJC1	17
GJC2	1
GJC3	7
GJD3	17
GK	X
GK5	3
GKAP1	9
GLA	X
GLB1	3
GLB1L	2
GLB1L2	11
GLB1L3	11
GLCCI1	7
GLCE	15
GLE1	9
GLG1	16
GLI1	12
GLI2	2
GLI3	7
GLI4	8
GLIDR	9
GLIPR1	12
GLIPR1L2	12
GLIPR2	9
GLIS1	1
GLIS2	16
GLIS3	9
GLMN	1
GLMP	1
GLO1	6
GLOD4	17
GLOD5	X
GLRA2	X
GLRA4	X
GLRB	4
GLRX	5
GLRX2	1
GLRX3	10
GLRX5	14
GLS	2
GLS2	12
GLT8D1	3
GLT8D2	12
GLTP	12
GLTSCR1	19
GLTSCR1L	6
GLTSCR2	19
GLUD1	10
GLUD2	X
GLUL	1
GLYCTK	3
GLYR1	16
GM2A	5
GMCL1	2
GMDS	6
GMEB1	1
GMEB2	20
GMFB	14
GMFG	19
GMIP	19
GMNN	6
GMPPA	2
GMPPB	3
GMPR2	14
GMPS	3
GNA11	19
GNA12	7
GNA13	17
GNA14	9
GNA15	19
GNAI2	3
GNAI3	1
GNAL	18
GNAO1	16
GNAQ	9
GNAS	20
GNAS-AS1	20
GNAT2	1
GNAZ	22
GNB1	1
GNB1L	22
GNB2	7
GNB2L1	5
GNB3	12
GNB4	3
GNB5	15
GNE	9
GNG10	9
GNG11	7
GNG12	1
GNG2	14
GNG3	11
GNG4	1
GNG5	1
GNG7	19
GNGT1	7
GNGT2	17
GNL1	6
GNL2	1
GNL3	3
GNL3L	X
GNLY	2
GNMT	6
GNPAT	1
GNPDA1	5
GNPDA2	4
GNPNAT1	14
GNPTAB	12
GNPTG	16
GNRH1	8
GNRHR	4
GNRHR2	1
GNS	12
GOLGA1	9
GOLGA2	9
GOLGA2P5	12
GOLGA3	12
GOLGA4	3
GOLGA5	14
GOLGA6A	15
GOLGA6B	15
GOLGA6C	15
GOLGA6D	15
GOLGA6L1	15
GOLGA6L10	15
GOLGA6L6	15
GOLGA6L9	15
GOLGA7	8
GOLGA7B	10
GOLGA8A	15
GOLGA8B	15
GOLGA8CP	15
GOLGA8EP	15
GOLGA8G	15
GOLGA8IP	15
GOLGB1	3
GOLIM4	3
GOLM1	9
GOLPH3	5
GOLPH3L	1
GOLT1A	1
GOLT1B	12
GON4L	1
GOPC	6
GORAB	1
GORASP1	3
GORASP2	2
GOSR1	17
GOSR2	17
GOT1	10
GOT2	16
GP1BA	17
GP5	3
GP6	19
GPAA1	8
GPALPP1	13
GPANK1	6
GPAT2	2
GPATCH1	19
GPATCH11	2
GPATCH2	1
GPATCH2L	14
GPATCH3	1
GPATCH4	1
GPATCH8	17
GPBAR1	2
GPBP1	5
GPBP1L1	1
GPC1	2
GPC2	7
GPC3	X
GPC4	X
GPC5	13
GPCPD1	20
GPD1L	3
GPD2	2
GPER1	7
GPHN	14
GPI	19
GPIHBP1	8
GPKOW	X
GPM6A	4
GPM6B	X
GPN1	2
GPN2	1
GPN3	12
GPNMB	7
GPR1	2
GPR107	9
GPR108	19
GPR12	13
GPR132	14
GPR135	14
GPR137	11
GPR137B	1
GPR137C	14
GPR143	X
GPR146	7
